Nodes	12.07.2006.2b	02.07.2008	12.07.2009.1b	08.08.2009.2b	22.08.2009.1	12.09.2006.2b	05.07.2011.2	17.10.2012.2	18.08.2008.2d	25.07.2009.b	14.08.2012.1	02.09.2009.2	04.08.2008.4b	02.06.2008	15.07.2008	16.06.10.1	12.07.2006.1b	19.10.10.2	17.09.2012.2	24.04.12.1	16.06.10.2	25.07.06.1	27.08.13.2	16.09.10.1	27.10.08.2	15.08.2006.1a	23.10.13.2	26.09.2006.1b	12.10.11.2	01.06.08.1	23.09.2009.1	05.07.10.1	27.08.13.1	19.09.07.2	10.08.10.1	17.09.13.2	16.09.09.2	12.10.11.1	27.10.08.1	03.07.13.1	12.06.11.1	12.07.10.2	19.07.11.1	17.09.13.1	22.08.10.1	12.07.10.1	16.09.10.2	23.08.11.2	29.08.08.2	23.09.2009.2	15.05.11.1	23.08.11.1	07.06.12.2	05.05.10.1	05.05.10.2	26.09.07.2	12.09.11.1	23.10.13.1	05.06.13.2	07.06.12.1	16.08.13.2	06.07.07.2	05.06.13.1	29.08.08.1	16.08.13.1	10.08.10.2	22.08.07.2	05.09.06.1	02.08.07.1	27.06.06.1	07.10.08.6b	10.10.07.1	22.08.06.1	05.09.07.2	12.09.11.2	27.06.06.2	19.10.10.1	26.09.07.1	09.05.07.1	22.08.07.1	16.10.2006.2b	19.09.07.1	02.08.07.2	04.08.2008.2b	22.08.2009.p1	02.09.09.1	21.06.2011.2	15.10.09.p2	03.09.08.2b	25.06.2008.a	26.07.10.1	06.07.07.1	09.08.11.1	20.07.2012.2	29.07.2009.2d	13.06.2006.2c	19.07.11.2	20.05.2009.1	16.09.09.1	07.10.2008.5b	22.05.08.1	15.08.2006.2a	15.10.2009.1	29.08.07.2	09.08.11.2	17.09.2008.3b	21.06.2011.1	15.07.2008.2	02.08.2006.1b	19.06.2009.1	01.06.2008	18.08.2008.4d	08.07.2009.2	03.07.13.2	08.08.2009.p2	12.09.2006.1a	05.09.06.2	09.05.07.2	22.08.06.2	17.10.2012.1	20.05.2009.2	25.06.2008.b	05.09.07.1	13.06.2006.1c	28.07.2008.3d	08.07.2009.1	12.07.2009.2b	25.07.2009.p2	14.08.2012.2	20.07.2012.1	10.10.06.1	19.06.2009.2	05.07.2011.1	17.09.2008.1d	02.08.2006.2b	taxa
6922	0	0	0	3	0	0	0	0	18	1	3	2	3	0	1	0	0	0	6	0	0	5	3	0	0	13	0	0	0	0	0	0	11	0	0	2	0	0	0	1	0	0	1	0	1	1	0	10	1	1	0	1	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0	0	1	33	0	3	0	2	1	1	1	0	1	0	0	3	1	4	7	0	0	36	0	15	0	28	0	0	0	0	0	8	33	0	36	0	8	84	7	0	0	43	0	0	25	3	2	3	3	2	0	20	1	1	0	2	0	0	0	1	9	32	13	0	0	3	26	81	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
6923	0	0	0	1	1	0	0	0	11	4	0	0	45	0	2	0	0	1	2	0	0	13	0	0	0	1	0	1	0	0	0	0	0	2	41	1	0	0	0	0	0	3	4	1	533	12	5	10	3	0	0	1	0	1	0	1	1	0	0	0	0	0	0	3	0	65	0	0	15	1	3	1	0	2	1	0	0	8	0	1	0	7	23	88	1	0	0	0	3	1	18	0	14	0	16	0	12	0	1	10	0	3	2	6	22	0	0	1	2	0	0	51	0	0	60	0	1	0	1	1	1	0	12	0	24	0	5	605	5	21	2	1	0	4	4	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
6953	34	25	52	26	63	165	154	618	131	61	226	75	104	587	625	664	542	635	491	118	705	67	499	696	912	239	1072	631	625	737	685	576	321	738	552	515	177	1420	1937	1310	1091	736	973	437	557	591	762	610	1528	1086	381	1145	1899	397	331	1209	1575	1257	1959	2129	2214	937	1863	1513	1385	890	908	1636	725	1122	682	760	1020	1013	1463	1298	1576	1476	170	654	1534	1079	1061	585	1312	309	944	938	735	745	463	887	97	1365	128	1913	1238	845	326	1058	935	713	1435	2628	48	2326	1651	3272	812	842	1821	1755	1562	3197	3160	1840	3068	279	2351	5950	2745	2860	2601	3633	1416	2522	2342	204	2130	1825	718	2416	4817	5779	2996	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__"
6978	7	3	9	2	14	18	46	82	6	3	46	29	13	8	52	28	83	63	70	7	22	6	72	188	135	23	112	35	66	17	126	64	35	130	138	75	49	136	159	151	100	104	83	59	91	167	245	80	99	220	5	137	176	5	3	268	205	102	92	219	265	253	104	101	131	250	195	138	68	168	88	383	115	232	214	154	138	318	3	204	60	191	110	63	241	111	269	191	118	137	112	296	12	62	9	85	138	34	97	162	27	52	193	188	7	336	315	342	114	29	31	109	201	348	180	210	339	8	207	633	482	437	440	202	121	157	199	20	468	0	233	140	1172	840	486	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"
6979	2	3	0	1	18	6	1	3	28	7	28	11	7	0	38	1	25	0	50	0	0	2	22	20	7	33	18	18	5	0	27	10	15	44	91	12	17	17	15	16	0	117	41	9	63	141	61	54	80	35	0	105	0	0	0	47	29	16	0	0	75	51	1	69	49	128	66	56	282	4	114	48	93	76	23	5	1	69	0	66	7	49	402	48	169	32	0	28	152	14	93	108	34	204	12	3	47	1	25	169	0	102	20	148	9	145	0	133	108	0	0	174	37	59	104	71	101	0	224	16	66	33	161	0	69	21	34	31	292	70	27	30	92	380	363	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"
6980	1	0	1	0	0	9	16	25	0	1	1	9	0	2	7	5	5	16	7	19	6	0	4	22	69	2	40	23	15	5	44	7	8	27	2	6	19	25	51	51	31	2	10	5	4	3	50	1	9	59	4	2	100	23	10	56	14	34	74	144	23	29	87	15	17	8	57	49	16	29	20	70	11	59	12	40	49	74	11	39	22	51	19	0	66	24	98	84	23	33	2	37	0	1	1	35	13	74	22	23	31	4	51	32	0	163	89	63	13	37	19	15	34	93	40	81	69	9	10	177	86	125	114	52	9	103	22	4	11	0	45	95	204	351	14	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales"
6981	0	5	2	0	0	5	14	14	2	0	5	1	2	52	19	42	9	12	39	18	36	2	16	5	27	9	84	20	10	63	16	88	14	32	28	23	4	18	8	50	90	79	34	20	8	101	7	4	26	27	10	10	130	13	12	59	32	123	204	113	70	71	258	31	24	41	26	35	11	99	22	59	15	48	24	103	42	120	0	18	28	61	9	30	7	2	80	62	23	97	90	39	0	3	4	201	33	40	3	22	146	16	134	40	1	23	126	155	4	39	187	22	53	100	34	46	92	4	28	146	195	280	105	382	40	224	43	1	32	0	19	269	373	71	34	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"
6982	0	0	0	1	14	4	2	0	22	5	33	10	9	0	10	0	0	0	61	0	0	1	19	5	0	24	25	9	6	0	14	5	10	19	47	14	2	9	0	2	0	260	5	16	6	151	14	93	47	23	0	133	0	0	0	20	23	28	0	0	68	60	0	63	39	70	19	44	139	0	113	57	59	30	49	0	0	46	0	32	0	25	180	87	173	22	0	5	160	1	172	146	14	247	24	0	16	0	9	165	0	70	5	116	3	84	0	91	62	0	0	142	12	2	124	41	100	1	159	17	21	2	79	0	180	1	19	10	244	361	11	3	1	218	195	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"
6983	0	0	0	0	0	0	0	2	0	0	0	0	0	5	1	1	2	10	0	17	2	0	2	0	2	0	2	1	1	8	2	2	0	2	0	0	1	0	2	5	18	0	2	0	0	3	0	0	2	1	44	0	3	13	5	5	4	8	16	1	0	6	36	1	1	0	1	0	0	7	3	8	2	4	0	7	16	2	17	1	1	3	0	1	0	0	10	2	2	4	1	5	0	0	1	17	0	12	0	2	13	0	8	0	0	3	8	1	1	9	13	0	3	8	2	1	0	26	4	8	13	11	6	40	0	46	7	0	0	0	0	41	11	3	0	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"
6987	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	2	0	11	0	0	6	0	0	0	3	0	1	0	0	11	0	0	26	0	2	1	7	1	0	6	169	0	1	2	0	0	0	0	15	0	2	0	1	0	2	158	3	0	0	3	0	4	5	0	1	0	7	6	4	0	0	0	4	0	0	1	3	0	0	0	27	0	4	0	0	0	0	22	0	2	0	6	0	12	9	280	0	8	4	0	2	3	0	4	0	3	1	1	9	0	4	9	2	0	0	52	0	0	0	0	0	0	1	0	5	37	18	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__C39; s__"
6996	0	0	0	0	1	1	42	0	0	12	1	7	39	0	0	0	0	1	38	0	0	3	69	0	0	2	0	1	0	0	7	0	35	2	18	140	6	0	0	0	0	0	6	108	2	0	0	5	2	1	0	6	0	0	0	10	5	0	0	0	30	0	0	2	44	2	0	4	0	0	40	0	2	66	21	0	0	30	0	0	0	1	0	200	2	22	0	0	8	0	0	0	231	0	5	0	15	0	5	48	0	8	0	2	802	6	0	0	22	0	0	74	0	0	28	39	19	0	0	0	0	0	87	0	0	0	0	1214	95	9	0	0	1474	9	51	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
6997	0	0	0	0	11	13	0	0	4	0	24	101	0	0	0	0	0	4	8	0	0	0	75	23	6	1	1	8	0	0	40	0	47	96	166	6	128	4	10	0	0	0	0	9	259	4	316	159	42	19	0	316	0	0	0	65	31	0	0	0	115	0	1	46	172	319	317	77	11	0	87	107	19	490	21	0	1	108	0	285	2	136	4	7	46	195	0	11	64	0	3	0	3	0	0	0	0	0	94	123	1	7	5	71	2	395	0	0	1	0	0	51	0	0	2	74	143	0	70	0	0	0	608	0	0	0	0	0	464	9	3	0	0	537	5	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__; g__; s__"
7003	3	0	0	2	1	1	0	0	3	9	0	1	0	0	1	0	51	3	0	3	0	2	0	1	2	8	1	4	5	0	5	3	2	3	0	20	1	2	0	3	6	0	0	9	1	0	0	3	2	3	7	4	0	4	0	1	1	3	1	1	17	0	1	5	0	0	0	7	11	5	12	3	2	0	4	5	2	2	4	0	1	3	30	6	0	1	2	18	4	5	19	0	4	0	5	7	1	6	19	13	10	12	14	3	200	2	2	0	8	2	1	41	1	4	40	13	11	2	10	4	0	0	1	10	8	4	2	43	0	8	4	3	1	16	16	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae"
7015	0	0	0	0	0	0	0	0	6	4	18	1	2	0	12	0	1	0	3	0	0	12	0	0	0	2	0	0	0	0	0	25	6	0	23	0	0	0	0	0	0	3	18	0	1	32	0	10	16	0	0	19	0	0	0	0	4	0	0	1	0	4	0	16	40	6	1	2	4	2	3	0	24	0	1	1	0	1	0	0	0	0	2	5	0	0	0	0	218	9	5	0	9	208	54	0	23	0	0	3	0	8	0	34	1	0	0	6	21	0	0	68	1	0	0	1	4	0	87	0	3	21	0	2	675	0	36	5	13	125	0	0	1	18	128	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
7016	2	2	5	0	0	1	8	53	2	9	0	2	0	22	19	46	12	238	9	84	38	152	31	1	23	10	37	9	51	33	4	93	127	34	21	7	7	56	7	93	513	23	15	28	12	38	4	25	26	3	153	19	107	140	115	10	340	56	250	262	78	51	264	24	844	70	11	4	3	96	9	12	14	24	192	138	668	26	106	20	80	71	13	38	6	3	172	49	34	454	41	55	1	6	4	687	19	386	8	32	184	38	327	39	2	12	158	146	10	297	107	33	119	332	20	3	18	149	42	378	729	257	58	917	36	156	153	18	1	36	107	102	283	57	39	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
7029	1	3	3	1	0	0	5	4	0	1	0	2	0	0	5	2	17	25	28	1	2	10	23	1	4	15	1	2	27	1	1	24	77	20	35	6	1	38	2	11	27	18	53	23	7	36	5	18	25	1	3	12	2	1	0	10	270	6	3	3	26	42	7	36	117	96	45	31	13	20	11	10	29	37	228	35	21	16	1	57	10	34	20	37	33	12	17	4	11	129	4	42	0	15	3	17	58	1	3	8	1	46	7	59	0	22	79	10	24	1	1	15	68	70	72	10	77	0	80	13	445	73	104	16	19	1	72	1	4	5	48	0	419	84	94	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
7030	0	1	0	0	1	2	0	0	3	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	11	0	1	3	0	0	0	1	10	0	4	42	0	15	5	0	0	15	0	0	0	0	7	0	0	0	0	1	0	8	6	17	0	4	8	0	36	0	13	0	13	0	0	1	0	1	0	1	5	3	8	1	0	0	38	0	0	2	1	4	0	0	14	0	0	51	0	4	0	15	1	4	0	0	16	0	0	21	0	0	1	19	8	0	28	0	3	0	0	0	0	0	0	3	31	1	4	0	7	4	48	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__; s__"
7032	0	0	0	0	1	1	2	0	0	2	0	20	1	0	2	4	0	1	9	0	9	1	1	0	1	8	0	8	5	0	3	4	1	8	6	2	7	13	2	20	0	12	1	0	0	5	1	9	3	1	0	22	11	0	0	16	14	0	2	24	7	26	0	6	18	28	13	6	5	19	35	11	12	12	7	24	0	30	1	11	1	10	7	6	7	108	23	35	67	5	2	30	0	8	0	0	9	2	10	50	0	8	2	18	1	23	36	3	20	13	0	6	7	72	34	24	21	0	26	1	24	0	10	3	21	38	42	20	42	8	43	52	19	37	37	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"
7033	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	2	4	2	0	4	3	2	0	2	2	0	0	3	5	3	1	11	0	1	2	0	0	15	1	4	164	3	2	2	0	0	0	0	1	1	4	2	3	4	2	2	47	3	28	6	20	4	22	1	1	10	1	3	2	4	0	2	1	1	45	7	3	2	0	1	0	2	2	5	1	1	17	1	0	71	12	4	0	1	0	120	2	26	1	0	5	6	1	1	0	3	9	1	0	14	5	2	6	59	8	0	3	2	0	10	57	80	2	113	0	5	25	0	0	0	53	1	33	7	1	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
7034	0	1	0	0	0	0	0	0	0	16	0	1	1	0	3	0	0	0	2	0	1	195	2	0	2	22	0	28	0	3	2	6	6	0	0	0	0	0	2	1	11	0	3	1	37	1	1	3	51	1	0	2	1	0	0	1	1	1	1	0	2	0	4	38	40	3	0	1	8	5	0	25	5	0	2	5	0	6	2	1	1	10	0	0	1	1	3	0	2	10	19	7	0	4	1	0	3	1	4	3	0	47	0	68	0	14	1	1	2	0	17	6	1	11	0	2	11	0	13	2	12	1	12	0	1	19	1	7	4	6	42	5	24	15	79	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
7042	2	0	0	0	4	4	1	0	0	0	0	0	1	0	2	0	26	0	0	0	0	2	0	0	0	8	0	2	0	0	0	0	1	8	6	0	0	0	0	262	0	0	0	0	2	0	4	2	3	0	0	1	0	0	0	4	0	0	0	0	8	0	0	6	0	1	0	4	3	0	2	2	0	6	0	0	0	1	0	0	0	1	5	3	53	5	0	0	0	1	2	0	5	2	2	0	0	0	0	0	0	31	0	3	13	3	5	5	128	0	0	1	1	625	1	33	13	0	5	0	3	0	6	0	6	0	0	7	0	0	2	0	42	2	434	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia"
7044	0	0	3	2	0	0	0	0	0	10	0	1	3	0	20	0	0	33	0	9	2	47	0	3	2	6	1	10	3	3	0	5	3	0	4	1	0	4	8	0	64	0	3	0	10	0	0	0	2	0	7	0	0	2	0	0	9	2	7	0	0	0	10	6	8	0	0	1	0	7	0	46	2	0	6	5	61	2	0	3	2	7	1	23	0	4	12	0	2	25	30	4	0	0	60	15	0	35	1	12	2	28	8	4	0	1	8	2	6	3	4	21	20	17	7	1	9	0	20	97	11	0	4	29	147	25	32	33	0	1	94	10	28	5	17	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
7047	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	15	0	12	0	1	11	1	0	1	1	0	4	0	0	1	31	2	2	0	0	5	2	0	19	0	0	5	1	0	1	3	2	1	41	1	0	4	6	0	82	2	2	0	3	0	2	0	13	12	0	2	0	1	1	3	0	0	50	1	52	1	16	0	2	4	0	6	2	0	0	4	3	3	0	0	0	0	1	17	0	0	1	2	0	6	15	2	0	1	1	0	1	0	1	2	0	13	0	1	3	13	3	40	16	1	1	27	0	1	6	0	0	0	2	0	3	6	8	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__"
7048	0	0	1	14	7	0	0	0	4	6	0	13	0	0	0	0	0	0	1	0	0	0	1	2	2	1	1	0	1	0	1	0	0	1	2	0	6	0	1	0	0	1	1	1	0	0	2	7	6	2	0	6	0	0	1	0	2	2	0	0	1	0	0	2	1	2	0	11	0	0	7	0	5	0	6	0	0	0	0	0	0	0	0	2	14	67	0	7	19	0	4	0	8	0	2	0	2	0	5	10	0	8	5	8	13	9	0	0	1	3	0	22	12	0	159	1	24	0	32	1	1	0	0	0	3	0	19	310	1	1	0	1	0	84	1	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__"
7065	0	0	1	0	5	0	0	0	0	0	0	9	1	0	12	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	20	72	0	6	43	3	91	0	0	0	0	324	15	0	0	372	0	12	5	44	0	13	1	0	0	16	0	0	0	7	13	88	0	2	0	44	21	3	61	0	40	9	0	44	0	0	0	24	0	31	0	6	35	7	181	75	2	14	34	6	3	9	10	8	1	0	14	0	337	66	0	0	6	8	4	1	2	5	1	0	1	15	6	0	379	1	6	0	4	0	13	18	195	0	105	0	53	3	5	4	0	0	0	3	2	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
7066	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	21	0	7	0	0	0	0	1	0	1	1	5	0	1	2	0	0	9	0	0	0	0	0	0	0	0	7	0	0	1	0	20	14	0	8	0	23	0	0	14	0	0	0	1	0	8	0	1	2	1	145	133	0	0	22	1	1	0	6	0	0	0	1	0	27	41	0	0	0	3	1	1	0	0	0	0	0	15	0	0	21	0	0	0	0	0	1	1	75	0	2	0	1	1	28	1	0	0	0	6	1	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
7071	0	0	0	0	14	0	0	0	1	0	0	68	0	0	0	0	1	0	2	0	0	0	6	1	0	1	0	0	0	0	5	3	2	9	109	0	73	0	0	0	0	39	37	0	7	141	0	18	10	7	0	30	0	0	0	8	7	0	0	0	44	10	0	11	6	167	32	7	133	0	207	0	3	96	1	0	0	25	0	37	0	8	86	12	464	263	0	0	233	2	8	9	33	7	3	0	112	0	185	277	0	0	0	30	11	6	0	1	2	1	0	240	0	1	127	6	19	0	13	0	1	0	337	0	44	0	7	9	147	5	0	0	1	13	13	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
7075	0	0	0	0	0	0	0	0	0	0	0	41	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	13	0	5	1	0	0	0	2	2	0	0	1	0	1	3	0	0	6	0	0	0	5	5	0	0	0	3	0	0	1	0	39	14	3	15	0	17	1	0	3	3	1	0	14	0	7	0	4	4	0	53	141	0	0	9	0	1	0	1	5	1	0	17	0	7	22	0	2	0	1	1	1	0	0	0	0	0	28	0	0	1	0	5	0	4	0	2	0	3	0	12	0	0	0	67	0	0	0	0	8	2	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
7081	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	12	0	2	0	0	0	0	4	21	0	1	34	0	2	3	0	0	7	0	0	0	1	1	0	0	0	6	6	0	1	0	20	18	6	39	0	130	0	0	44	0	0	0	7	0	14	0	2	36	0	17	12	1	0	145	1	0	2	8	0	2	0	34	0	6	169	0	0	0	6	4	2	2	0	2	0	0	109	1	0	58	2	2	0	2	0	9	0	123	0	14	0	19	29	6	0	1	0	4	5	0	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
7082	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	1	2	0	0	1	3	0	0	0	0	0	0	0	1	12	0	12	0	0	1	0	0	0	4	0	0	4	10	0	2	2	0	0	0	1	0	0	36	0	1	1	0	0	1	83	1	13	0	0	0	1	0	0	1	4	0	3	0	6	0	5	0	1	0	0	0	0	0	0	3	0	7	0	1	16	0	4	0	0	0	7	20	0	1	1	9	0	0	0	0	0	2	0	0	10	64	0	0	3	63	1	0	0	0	0	22	71	1	17	0	1	5	0	0	0	2	1	24	0	0	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
7087	0	1	0	1	1	0	0	5	0	0	1	13	1	0	0	0	7	0	1	0	0	0	0	0	1	0	0	0	0	0	9	0	0	29	47	0	16	1	0	0	0	1	6	0	21	7	0	30	7	14	0	32	0	0	0	14	91	1	0	0	3	16	0	6	5	92	2	29	96	3	6	17	1	103	93	3	1	35	0	20	0	59	43	3	11	41	0	97	5	0	2	6	5	0	0	0	57	0	20	12	0	2	23	17	2	3	0	0	1	1	0	27	0	0	10	34	82	0	9	8	6	1	142	0	3	0	2	0	29	0	5	0	1	11	2	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
7088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	1	0	0	0	1	2	0	31	0	0	11	0	0	0	0	2	1	1	0	0	0	0	2	1	0	0	0	0	0	68	0	0	0	0	0	1	0	5	0	0	5	1	5	2	1	22	0	39	2	9	0	62	0	6	0	47	7	0	2	9	1	6	0	0	0	0	0	0	0	0	8	0	13	2	0	3	4	3	0	0	1	0	0	0	0	12	0	0	0	6	10	0	2	0	0	0	79	0	5	0	3	0	1	0	0	0	8	1	0	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
7094	0	0	0	1	0	2	0	0	0	0	1	7	0	0	4	0	1	0	0	0	0	4	0	3	0	0	0	1	0	0	0	5	2	1	18	2	5	1	0	6	0	6	4	1	6	7	1	5	3	3	0	13	0	0	0	0	9	0	0	0	22	2	0	11	2	22	1	0	25	0	6	0	12	6	2	0	0	1	0	2	1	1	8	2	14	61	1	0	14	0	8	4	0	20	0	0	13	0	21	15	0	1	0	16	3	3	0	3	2	0	0	23	0	14	42	6	3	0	32	0	0	1	9	0	6	0	0	2	34	20	0	0	30	20	5	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__"
7096	0	0	1	0	0	1	2	0	0	2	0	1	0	0	1	1	8	0	0	1	0	6	1	0	1	0	4	0	12	0	0	4	1	5	4	1	3	15	1	5	0	5	12	2	0	8	1	2	2	4	0	1	18	0	0	4	7	6	1	47	11	22	7	4	2	5	3	1	5	13	3	4	10	3	8	15	0	11	0	6	1	15	3	1	4	17	6	14	1	3	1	13	0	2	0	1	7	0	15	2	0	3	6	6	2	4	8	10	3	0	0	6	12	13	18	0	6	0	22	0	97	12	13	3	16	0	67	2	9	2	0	2	48	10	17	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
7101	0	0	1	8	1	12	1	1	2	0	6	2	5	0	0	0	3	0	22	0	0	8	11	0	0	8	3	5	11	0	0	0	9	20	9	0	1	25	0	4	0	30	27	7	11	17	1	8	5	1	0	53	0	0	0	19	90	1	1	0	5	1	0	4	1	39	19	29	35	9	14	22	5	58	72	9	1	28	0	16	1	37	64	58	7	0	2	0	5	0	36	1	0	4	0	0	85	0	1	20	0	27	0	5	2	5	4	1	35	0	0	36	2	15	83	142	72	0	9	5	31	0	25	1	0	0	5	9	65	50	11	0	135	4	123	"k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__"
7104	0	0	0	0	0	0	0	0	0	1	0	5	14	0	0	0	0	1	4	0	0	46	11	0	1	1	1	1	3	0	3	0	9	7	12	2	1	11	0	0	0	1	3	1	4	2	4	3	4	1	0	13	0	0	0	3	22	0	0	0	0	0	0	2	4	39	10	6	3	0	33	7	10	12	13	1	0	5	0	9	0	9	18	49	2	2	0	4	37	0	27	0	1	0	1	0	13	0	2	58	0	6	1	7	0	36	0	0	0	1	0	2	0	2	8	37	16	0	7	1	0	0	6	0	1	0	1	14	2	1	11	0	0	45	5	"k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Prosthecobacter; s__debontii"
7114	0	0	0	0	0	1	2	3	0	1	0	8	0	2	1	0	4	26	0	27	4	0	4	0	14	2	1	1	36	5	5	1	9	9	6	1	6	35	12	4	28	1	9	0	0	1	43	8	2	6	131	10	14	30	87	20	102	0	30	24	17	2	16	9	3	43	25	29	1	117	19	13	11	47	89	109	13	21	225	41	16	10	2	0	33	16	85	108	14	5	0	3	0	0	0	86	20	36	11	19	42	0	19	11	0	27	78	2	5	147	28	20	4	10	96	8	53	287	19	3	9	22	52	147	10	0	12	0	0	0	82	8	40	32	12	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__"
7116	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	4	11	20	1	30	1	0	0	0	42	0	2	1	2	3	0	0	0	0	1	0	0	9	75	2	42	0	0	0	2	0	0	0	0	0	25	0	1	68	117	0	6	3	3	2	0	8	14	0	0	0	0	0	0	69	0	2	0	0	6	77	13	0	24	0	6	0	0	0	0	0	69	12	0	9	0	8	0	0	0	83	0	112	0	1	47	0	5	0	0	0	56	0	0	239	19	0	0	3	0	0	1	68	1	3	1	28	0	170	0	0	1	0	1	1	1	2	34	2	0	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__"
