Nodes	12.07.2006.2b	02.07.2008	12.07.2009.1b	08.08.2009.2b	22.08.2009.1	12.09.2006.2b	05.07.2011.2	17.10.2012.2	18.08.2008.2d	25.07.2009.b	14.08.2012.1	02.09.2009.2	04.08.2008.4b	02.06.2008	15.07.2008	16.06.10.1	12.07.2006.1b	19.10.10.2	17.09.2012.2	24.04.12.1	16.06.10.2	25.07.06.1	27.08.13.2	16.09.10.1	27.10.08.2	15.08.2006.1a	23.10.13.2	26.09.2006.1b	12.10.11.2	01.06.08.1	23.09.2009.1	05.07.10.1	27.08.13.1	19.09.07.2	10.08.10.1	17.09.13.2	16.09.09.2	12.10.11.1	27.10.08.1	03.07.13.1	12.06.11.1	12.07.10.2	19.07.11.1	17.09.13.1	22.08.10.1	12.07.10.1	16.09.10.2	23.08.11.2	29.08.08.2	23.09.2009.2	15.05.11.1	23.08.11.1	07.06.12.2	05.05.10.1	05.05.10.2	26.09.07.2	12.09.11.1	23.10.13.1	05.06.13.2	07.06.12.1	16.08.13.2	06.07.07.2	05.06.13.1	29.08.08.1	16.08.13.1	10.08.10.2	22.08.07.2	05.09.06.1	02.08.07.1	27.06.06.1	07.10.08.6b	10.10.07.1	22.08.06.1	05.09.07.2	12.09.11.2	27.06.06.2	19.10.10.1	26.09.07.1	09.05.07.1	22.08.07.1	16.10.2006.2b	19.09.07.1	02.08.07.2	04.08.2008.2b	22.08.2009.p1	02.09.09.1	21.06.2011.2	15.10.09.p2	03.09.08.2b	25.06.2008.a	26.07.10.1	06.07.07.1	09.08.11.1	20.07.2012.2	29.07.2009.2d	13.06.2006.2c	19.07.11.2	20.05.2009.1	16.09.09.1	07.10.2008.5b	22.05.08.1	15.08.2006.2a	15.10.2009.1	29.08.07.2	09.08.11.2	17.09.2008.3b	21.06.2011.1	15.07.2008.2	02.08.2006.1b	19.06.2009.1	01.06.2008	18.08.2008.4d	08.07.2009.2	03.07.13.2	08.08.2009.p2	12.09.2006.1a	05.09.06.2	09.05.07.2	22.08.06.2	17.10.2012.1	20.05.2009.2	25.06.2008.b	05.09.07.1	13.06.2006.1c	28.07.2008.3d	08.07.2009.1	12.07.2009.2b	25.07.2009.p2	14.08.2012.2	20.07.2012.1	10.10.06.1	19.06.2009.2	05.07.2011.1	17.09.2008.1d	02.08.2006.2b	taxa
672	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	161	0	0	0	7	7	0	0	0	0	8	0	0	0	1	0	0	0	0	8	0	21	0	0	4	0	0	0	60	1	0	0	0	5	0	0	0	0	5	1	0	0	5	0	0	0	6	2	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	23	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	91	0	0	0	0	0	1	0	0	0	0	0	0	0	0	102	1	0	0	73	1	0	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__; g__; s__"
675	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	17	0	0	0	0	17	0	0	1	0	0	0	7	0	0	8	24	0	0	0	0	0	0	2	1	0	2	3	0	2	1	0	0	0	4	0	0	4	0	0	3	0	1	9	11	9	0	4	0	3	0	0	0	0	0	8	2	0	0	0	0	0	1	0	0	30	4	0	1	0	0	0	0	6	1	0	0	0	0	6	0	1	0	1	8	0	0	0	0	0	2	0	151	0	0	1	5	1	10	32	0	0	0	0	0	2	0	0	0	22	88	0	0	0	0	9	79	0	5	0	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__; g__; s__"
681	0	0	0	0	1	0	0	1	1	19	0	2	4	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	1	0	2	0	7	0	1	6	0	0	0	0	0	0	3	9	1	0	0	4	1	0	0	2	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	9	0	0	0	0	0	0	1	0	9	0	1	0	0	1	0	333	0	1	0	44	0	0	0	3	4	1	1	0	0	6	4	0	0	2	1	1	5	0	0	7	6	2	0	1	0	0	0	1	0	15	0	3	158	0	0	2	0	0	20	6	"k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__"
682	0	0	0	2	0	1	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	14	0	2	6	0	0	8	0	0	0	0	0	0	0	0	0	4	0	9	3	1	0	1	1	0	49	0	32	0	0	0	0	1	0	0	9	0	2	4	0	0	0	0	93	1	0	9	0	0	0	0	28	0	0	61	0	0	0	23	2	4	2	0	8	0	0	12	0	1	0	28	3	0	153	0	1	0	0	0	0	22	1	15	2	25	271	20	20	14	25	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__"
710	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	2	0	4	0	0	0	0	0	0	0	2	20	29	0	0	0	0	0	0	0	24	0	0	15	0	0	0	0	0	0	0	0	0	50	0	0	36	101	0	3	0	4	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	8	97	0	0	17	0	1	0	0	0	0	0	4	10	1	0	0	0	0	0	1	39	0	587	0	1	638	0	1	0	0	0	11	0	0	1365	88	0	0	0	0	0	0	31	0	5	1	6	0	88	0	1	1	0	0	0	0	1	0	0	0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__"
714	1	0	0	0	5	0	1	0	0	0	0	0	0	2	0	18	40	0	0	0	34	0	0	0	0	0	0	0	0	4	0	20	1	1	0	0	0	0	0	18	8	18	1	0	1	28	2	0	0	0	0	0	74	0	0	2	4	0	104	82	6	4	64	0	0	0	2	0	0	116	3	5	0	31	1	195	0	1	0	6	0	1	3	0	39	1	358	1	1	139	0	0	0	37	0	8	0	0	1	3	1	0	0	1	1	1	313	10	0	0	9	3	13	69	15	0	0	0	0	0	12	502	45	9	2	86	28	0	0	1	0	121	5	0	2	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"
763	0	0	1	1	19	3	0	0	4	0	3	117	0	0	2	0	3	0	2	0	1	9	5	2	1	0	0	2	0	0	25	10	3	21	350	2	299	0	0	1	0	82	69	1	6	211	3	57	33	33	1	105	1	0	0	28	5	0	0	2	80	27	0	49	2	444	132	29	338	0	616	8	6	185	8	2	0	65	0	131	0	19	291	7	556	607	4	6	768	1	7	4	81	47	1	0	116	0	756	802	0	2	8	104	31	11	4	0	22	3	0	584	2	1	357	15	50	0	34	0	6	0	621	0	125	0	28	49	220	18	6	0	13	52	88	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
766	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	2	31	0	18	0	0	0	0	15	12	0	11	3	1	7	2	1	0	4	1	0	0	8	2	0	0	0	3	3	0	1	0	50	7	3	42	3	102	0	0	2	0	6	0	6	0	8	0	0	58	0	7	3	17	0	73	3	0	1	2	1	0	1	24	1	18	78	0	0	0	1	0	0	9	0	1	0	0	41	1	0	42	6	5	0	0	0	3	2	7	0	1	0	4	1	11	0	0	0	9	1	4	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
767	0	0	0	0	5	1	0	0	1	0	0	121	0	0	1	0	6	0	0	0	0	0	4	0	2	1	0	0	4	0	6	0	10	7	11	1	148	1	0	0	0	3	10	2	3	8	4	23	5	12	0	41	0	0	0	32	16	0	0	0	23	10	0	6	14	27	17	27	24	5	420	38	3	45	13	10	0	56	0	45	0	17	10	2	126	373	3	17	530	1	0	2	3	1	0	0	26	0	1047	541	0	0	5	15	3	25	2	1	1	1	0	96	1	0	11	11	34	0	15	0	2	0	117	0	9	1	5	2	30	3	1	0	24	23	3	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
768	0	2	1	0	34	0	0	0	3	0	2	149	0	0	1	0	3	0	0	0	0	0	2	2	0	0	0	1	0	1	49	5	0	30	117	2	450	1	0	0	0	48	14	0	3	107	0	33	4	48	0	62	2	0	0	74	2	0	0	3	25	35	1	14	0	110	85	4	85	3	200	16	0	441	6	3	0	94	0	83	0	35	55	5	656	695	0	14	288	15	1	7	32	7	4	0	42	0	893	295	0	0	9	22	3	8	0	1	1	2	0	208	3	0	524	3	13	0	4	0	22	9	1141	0	62	0	64	7	51	3	4	1	2	36	4	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
769	8	15	0	0	0	1	0	0	0	0	0	7	0	0	0	0	98	77	0	2	0	0	1	155	0	3	0	1	0	0	1	0	0	3	3966	0	1	2	0	0	1	3	32	0	13860	27	211	4	2	1	8	12	1	0	1	1	1	0	0	1	3	3	1	2	1	3910	59	15	309	35	15	2	0	12	6	47	105	58	0	84	0	12	438	0	1	9	282	2	5	7	13	6	0	0	0	0	70	0	2	25	0	6	0	6	1	4	546	0	1	0	0	21	2	1	1	21	34	0	0	0	3	1	25	0	1	0	13	2	15	0	71	2	75	5	3	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
770	8	3	6	0	2	0	0	0	0	3	0	0	0	0	24	0	142	0	0	0	0	0	7	10	0	1	0	0	0	0	7	12	0	3	29	9	6	3	1	0	0	131	74	1	1	64	14	12	0	23	2	15	2	0	0	1	9	0	0	1	0	119	0	2	0	36	37	2	139	1	31	0	0	46	11	1	0	1	0	23	0	9	122	11	61	6	0	0	18	8	4	111	1	15	1	0	65	0	2	34	0	0	0	1	1	110	0	46	1	0	0	9	199	0	109	2	5	0	1	0	309	31	76	1	25	0	590	2	0	4	0	0	79	368	11	"k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__KD8-87; f__; g__; s__"
774	0	0	0	2	6	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	4	41	0	50	0	0	0	0	11	8	0	2	100	1	5	4	12	0	22	0	0	0	13	2	0	0	0	11	9	0	9	0	56	2	7	50	0	61	11	1	7	0	0	0	23	0	3	0	1	35	0	94	92	1	1	66	0	1	1	17	6	0	0	13	0	128	123	0	0	0	12	3	3	1	0	2	0	0	56	1	0	102	1	4	0	4	0	4	4	46	0	31	1	4	8	3	0	0	0	1	8	3	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
776	0	0	0	0	2	0	0	0	0	0	1	52	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	22	0	1	7	49	1	492	0	0	0	0	5	2	1	3	23	2	18	6	22	0	19	0	0	0	5	2	0	0	1	8	21	0	7	1	33	35	16	13	0	73	1	0	60	0	0	0	15	0	41	0	3	10	0	136	277	0	2	103	0	8	2	22	1	1	0	1	0	1395	86	0	0	1	32	5	3	0	0	3	0	0	81	0	0	1	6	32	0	3	0	0	1	241	0	22	0	1	0	66	0	0	0	0	21	4	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
791	0	0	0	3	0	7	0	0	2	0	6	0	0	0	0	0	0	0	50	0	0	0	8	0	0	1	0	153	1	0	0	0	5	6	2	5	0	0	0	0	0	0	27	7	20	0	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	2	0	1	14	2	0	11	0	0	5	0	3	0	2	0	0	5	0	0	0	1	0	0	0	0	0	0	0	3	63	0	2	26	1	0	37	6	0	4	0	7	0	0	12	10	0	0	10	0	0	5	0	0	0	57	0	0	8	0	0	0	3	0	0	1	0	1	13	124	3	3	1	24	39	Unassigned
792	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	70	3	3	0	0	0	0	0	3	3	17	0	0	6	0	0	0	24	0	3	3	1	1	0	0	0	129	1	0	0	3	67	1	0	0	1	101	1	0	1	0	6	0	2	0	2	0	0	1	0	9	6	1	0	82	0	0	0	6	38	0	1	8	0	6	75	0	0	0	0	7	6	1	0	0	0	0	21	0	0	2	0	1	0	0	0	0	1	6	0	0	0	0	0	27	11	1	0	0	17	0	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Synechococcales; f__Synechococcaceae; g__Synechococcus; s__"
821	0	0	0	0	0	7	0	0	0	0	0	3	0	0	0	3	0	0	2	2	9	0	20	0	9	0	0	3	1	3	0	3	3	3	34	1	3	4	5	0	93	6	3	0	27	3	0	0	1	1	1	1	10	0	0	7	125	0	21	12	193	85	2	3	110	78	60	32	3	83	3	8	0	73	152	62	0	5	2	16	0	4	4	0	71	3	111	1	0	2	6	94	0	0	0	10	4	82	0	1	19	2	0	10	0	95	225	0	4	173	9	0	2	0	23	55	75	2	2	0	11	16	104	17	0	3	29	1	1	0	0	1	31	95	13	"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__"
825	0	0	0	0	0	0	0	0	25	1	5	0	1	0	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	1	1	0	20	1	1	0	26	0	0	0	0	4	0	1	0	4	0	0	1	0	1	6	2	48	0	0	0	1	1	19	0	0	0	0	0	0	0	36	1	1	0	0	0	0	0	1	1	0	1	0	0	10	0	0	1	0	0	0	0	0	1	1	0	23	0	0	118	0	0	10	1	1	0	2	0	0	1	0	0	1	0	0	0	59	24	0	0	5	4	51	"k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__; g__; s__"
836	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	2	0	3	7	1	9	0	0	1	3	0	0	3	0	0	4	1	0	2	2	1	0	3	5	2	35	0	10	1	0	0	0	1	3	12	18	2	40	5	7	1	8	1	3	27	6	8	2	6	1	0	0	0	10	0	0	1	5	40	14	0	2	0	66	1	1	4	15	0	0	1	3	4	0	64	0	4	0	3	0	0	2	27	1	2	1	3	3	3	0	43	2	0	1	70	5	3	90	2	5	2	12	85	10	16	195	528	84	2	0	20	44	0	1	0	6	11	313	22	5	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"
837	0	1	0	0	0	10	0	0	2	1	0	16	0	0	1	0	3	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	3	1	16	0	1	6	0	0	0	0	41	0	1	0	1	13	9	1	0	20	0	0	0	0	20	0	0	0	4	4	1	3	27	43	11	72	21	1	7	0	4	2	41	0	0	0	0	17	0	0	40	17	8	26	0	2	5	2	14	7	2	1	1	0	109	0	4	10	0	3	0	9	2	55	1	4	27	0	0	4	1	0	3	76	151	0	10	1	0	0	7	0	0	0	3	1	71	19	0	0	4	53	72	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
843	0	1	0	2	1	6	2	2	6	0	2	22	0	0	0	0	2	2	3	1	1	0	3	0	2	1	1	17	12	0	4	0	3	22	9	3	5	14	0	0	1	2	12	2	22	3	0	3	17	4	2	7	0	0	2	57	24	4	2	3	1	9	1	19	2	20	19	46	53	22	140	33	46	21	31	30	2	58	0	10	12	21	45	17	4	44	57	41	179	0	10	10	5	71	0	0	27	0	16	237	0	3	4	32	12	56	93	1	11	2	0	52	1	3	646	50	82	0	48	5	8	5	14	0	20	1	23	8	89	43	81	1	17	40	32	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
846	0	0	0	2	2	1	0	0	3	3	0	1	2	0	0	0	0	0	30	0	0	1	1	0	0	10	0	7	2	0	1	0	2	0	0	0	1	0	1	0	0	0	17	0	0	0	0	372	2	0	0	127	0	0	0	0	2	0	0	0	0	0	0	3	0	3	0	34	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	10	21	2	0	0	1	0	76	0	1	0	13	0	28	0	0	0	0	19	0	2	0	3	2	0	6	0	0	35	12	0	161	27	55	1	1	0	0	0	0	0	17	0	11	13	1	17	0	4	5	7	40	"k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__SM1D11; f__; g__; s__"
863	0	0	0	0	0	1	0	0	1	0	3	19	0	0	0	0	0	1	7	0	0	0	6	1	0	0	0	0	0	0	1	0	8	0	145	0	7	3	0	0	0	0	4	0	0	0	17	4	0	0	0	7	0	0	0	0	37	0	0	0	2	0	0	0	47	380	7	3	0	0	2	0	0	3	42	0	0	0	0	3	0	1	2	0	1	6	0	1	1	0	0	0	1	0	0	0	8	0	13	2	0	1	0	0	0	140	0	0	4	0	0	2	0	0	0	3	5	0	2	0	0	0	0	0	0	0	0	0	55	7	0	0	0	78	0	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomyces; s__"
908	0	11	1	5	9	2	0	2	54	9	16	3	18	0	0	5	0	0	9	1	1	0	20	1	17	15	9	38	7	0	36	161	19	37	24	7	8	8	23	24	0	83	54	4	3	94	0	78	23	38	0	75	1	1	0	54	14	9	7	2	23	92	9	30	574	22	35	15	110	4	36	74	49	37	13	2	1	116	0	59	49	145	99	103	19	16	11	24	61	483	50	226	19	6	7	0	66	0	16	64	3	65	77	67	14	10	30	2	66	7	4	233	30	91	98	21	29	0	131	32	118	25	103	1	5	196	68	23	37	187	333	104	26	24	265	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__"
910	1	5	0	1	1	1	0	18	3	7	2	1	5	1	13	23	50	61	15	23	18	20	8	135	30	3	26	20	26	2	76	63	8	31	83	38	9	73	42	27	42	32	77	19	65	89	141	30	28	112	64	43	4	24	23	39	52	41	49	10	94	167	20	42	9	123	107	37	27	17	15	79	31	72	31	42	58	66	28	138	27	81	13	40	53	18	9	50	26	78	52	188	1	33	5	32	74	5	18	31	20	18	129	66	1	111	4	21	28	21	10	115	82	98	98	26	103	21	37	174	255	21	246	40	30	9	205	7	32	92	29	6	81	473	98	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__"
923	1	1	1	0	0	1	0	0	1	0	1	0	0	0	2	2	4	5	3	1	6	2	3	15	0	2	1	1	0	0	15	5	0	4	6	3	0	4	3	0	6	1	7	2	2	7	12	2	1	13	7	3	1	1	3	1	0	4	7	0	8	16	0	1	2	9	9	1	0	1	2	2	1	8	2	1	3	3	0	8	3	4	1	6	18	2	1	6	3	10	4	13	0	2	0	4	2	1	0	5	0	2	12	8	0	20	1	1	5	4	0	15	21	11	12	1	5	5	4	18	36	0	14	10	5	3	30	1	6	16	0	0	10	72	9	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__"
925	4	6	12	15	13	19	47	124	4	3	9	47	29	361	117	156	30	20	40	219	182	38	38	20	116	55	142	130	58	395	139	216	35	50	47	58	189	79	110	148	254	63	162	50	30	92	8	41	360	266	288	58	727	271	356	151	61	131	355	570	208	53	328	415	70	81	31	59	95	485	173	314	438	163	37	285	66	193	199	82	1005	66	65	134	234	347	480	1313	369	349	137	130	33	366	34	1043	472	871	912	426	749	191	1508	717	11	130	673	891	180	1017	1584	140	350	440	474	305	139	487	1133	894	824	632	330	1555	551	1237	427	46	257	441	1670	2201	647	479	634	"k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__"
927	0	0	0	1	0	0	0	0	0	1	0	0	16	0	0	0	1	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	9	0	1	2	1	1	0	0	1	0	0	25	0	0	2	0	5	0	2	4	0	3	24	0	1	1	1	0	3	0	17	0	0	0	0	0	0	0	2	0	6	0	5	0	0	8	0	12	0	0	11	0	4	0	2	1	0	57	0	7	0	0	0	0	37	0	15	0	0	159	12	92	1	27	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae"
930	0	0	0	1	0	0	0	0	6	2	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0	0	26	1	0	3	2	0	0	0	0	2	1	0	18	15	0	2	1	0	0	0	36	0	1	5	1	1	0	6	142	0	3	4	1	1	138	1	1	12	5	0	1	17	10	0	0	4	0	0	13	1	71	0	0	0	0	4	0	1	8	0	0	2	1	1	1	18	0	7	9	0	34	12	1	0	6	0	8	14	0	3	0	2	2	1	126	0	4	0	0	23	480	35	6	4	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Mycoplana; s__"
942	0	0	0	1	0	1	0	0	10	16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	1	1	0	0	0	4	0	0	19	0	0	0	0	0	0	1	12	0	0	0	5	3	0	0	1	0	0	0	0	0	28	0	0	0	0	0	4	0	0	0	47	0	0	7	0	0	0	9	0	0	0	0	0	1	0	0	6	1	1	0	0	35	0	84	0	1	1	2	0	0	0	0	12	0	23	0	8	6	37	0	0	14	0	0	3	0	0	4	15	27	0	5	0	0	0	0	0	1	1	0	124	1	0	6	0	0	89	29	"k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__"
1011	1	0	0	5	23	39	1	16	48	4	111	136	45	0	2	0	37	21	323	0	1	21	276	11	66	57	0	115	45	1	160	3	162	34	442	0	352	163	34	0	0	287	956	1	440	287	42	217	572	172	1	348	1	0	0	6	64	1	0	1	276	295	5	589	151	815	266	667	1305	11	730	4	272	1217	118	4	14	8	0	267	52	26	1640	756	432	162	0	84	748	8	38	394	99	227	34	2	1355	0	160	903	0	206	60	1078	54	418	3	45	420	4	0	640	70	0	1360	463	1421	1	349	19	51	15	1727	2	373	2	141	13	2014	682	84	6	16	762	1681	"k__Bacteria; p__Chlorobi; c__OPB56; o__; f__; g__; s__"
1012	0	0	1	0	0	1	0	6	1	2	0	1	0	0	0	0	5	0	12	0	0	0	10	0	0	0	0	1	12	0	0	3	4	14	25	0	0	39	0	14	0	22	1	0	13	19	0	19	2	0	0	40	0	0	0	66	35	0	0	1	27	67	2	2	14	26	14	86	10	27	49	22	0	18	39	30	1	34	0	9	0	9	5	11	25	0	9	1	23	10	3	43	2	33	0	0	2	0	0	28	0	1	0	6	1	96	11	3	0	1	0	115	8	5	115	41	192	0	1	9	5	197	6	1	15	1	95	1	16	6	1	0	144	122	1	"k__Bacteria; p__Planctomycetes; c__OM190; o__agg27; f__; g__; s__"
1013	0	0	0	0	34	22	0	9	5	0	18	26	0	0	0	0	0	0	61	0	0	26	0	28	6	20	9	71	24	0	30	0	1	60	3	7	21	29	12	0	0	0	1	8	9	0	33	40	138	17	0	51	0	0	0	87	127	16	0	0	11	0	0	139	9	4	177	120	91	0	105	20	94	296	271	0	0	52	0	222	21	72	155	0	271	31	0	3	105	0	1	0	56	7	0	0	0	0	73	147	0	39	1	208	26	188	0	0	158	0	0	84	0	0	8	284	245	0	223	47	0	0	473	0	0	0	0	0	239	11	374	0	0	186	403	"k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__; g__; s__"
1017	1	1	0	0	3	1	12	0	1	2	2	20	0	1	1	1	26	0	6	0	0	1	3	2	1	1	0	17	4	1	13	3	4	5	56	1	24	2	4	0	0	2	5	2	9	7	2	2	3	12	0	1	3	0	0	8	4	0	0	4	7	0	0	4	35	66	1	2	30	51	33	4	3	10	2	20	1	14	2	6	14	7	43	4	22	170	10	15	64	3	3	2	1	9	0	1	23	11	78	101	1	0	4	11	0	17	12	6	1	17	2	14	2	2	27	15	3	0	4	0	2	5	5	2	7	28	4	18	99	20	52	26	198	28	3	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"
1018	0	0	0	0	3	4	0	2	1	0	4	5	0	0	0	0	0	0	9	0	0	9	0	5	0	5	4	10	12	0	2	0	0	8	0	0	4	9	0	0	0	0	0	3	0	0	8	13	31	2	0	19	0	0	0	18	24	3	0	0	5	0	0	29	1	0	40	29	17	0	33	13	25	50	60	0	0	22	0	48	3	19	24	1	42	10	0	0	33	0	0	0	9	1	1	0	0	0	16	37	0	12	1	47	4	33	0	0	31	0	0	21	0	0	2	52	55	0	57	8	0	0	95	0	1	0	0	0	65	2	73	0	0	34	91	"k__Bacteria; p__Chloroflexi; c__Chloroflexi; o__[Roseiflexales]; f__; g__; s__"
1027	0	0	0	2	0	0	0	2	0	0	0	1	1	4	5	47	0	0	8	0	56	2	0	28	1	6	0	5	1	33	43	56	1	0	2	2	3	0	2	168	2	3	20	0	4	2	1	2	23	40	0	5	0	0	0	0	0	2	5	0	43	1	13	52	8	1	0	4	0	0	8	5	15	2	0	0	0	2	0	0	11	1	4	0	8	5	0	3	36	3	14	3	1	7	3	5	20	0	6	16	6	28	0	52	1	1	0	14	1	0	121	0	2	403	11	5	15	0	103	45	1	2	9	3	26	14	0	0	0	426	8	18	2	11	15	Unassigned
1029	0	0	1	0	0	0	0	0	2	1	2	2	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	1	0	8	3	2	15	0	0	0	0	0	0	4	17	8	1	0	2	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	8	8	2	0	0	0	4	2	1	0	1	0	0	4	0	1	0	0	0	1	0	2	0	0	8	0	16	0	134	0	0	0	7	0	2	5	0	2	0	1	176	3	0	0	2	0	0	9	0	0	1	2	2	0	10	0	0	0	0	0	0	0	0	5	4	18	0	0	0	14	7	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"
1059	0	0	10	17	20	90	4	1	0	241	4	3	0	0	0	0	0	0	19	0	0	0	83	2	4	43	10	106	661	0	2	5	55	0	11	176	9	46	0	23	0	1	5	284	2	14	3	371	41	0	0	96	19	0	0	0	196	38	1	34	32	0	0	56	83	37	0	626	2	0	4	0	3	0	403	1	0	0	0	0	1	0	0	0	34	3	0	0	5	0	515	0	50	147	0	0	35	0	0	15	0	91	0	76	35	25	5	0	10	2	0	2	232	56	440	514	633	0	26	0	29	0	0	0	0	1	513	1113	90	265	18	7	59	282	41	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Pseudanabaena; s__"
1061	0	0	17	30	32	9	6	11	4	270	41	42	0	0	0	0	0	2	305	0	0	3	60	0	1	73	18	13	1278	0	8	2	75	1	29	127	5	89	1	13	0	2	10	178	12	36	3	2060	4	3	0	656	40	1	1	0	722	40	8	105	24	0	2	10	51	123	0	84	1	0	38	0	3	1	2004	1	3	0	0	2	0	0	0	7	150	23	2	1	99	0	1439	0	221	1268	4	1	85	0	5	87	1	226	1	25	181	37	6	0	63	3	0	107	376	21	1025	92	117	0	11	9	67	0	1	0	11	1	440	2065	631	2675	11	5	91	477	236	"k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae; g__Pseudanabaena; s__"
